Fecha,Anio,Mes,Linea,Afluencia
03/12/2015,2015,12,Linea 4,65532
04/12/2015,2015,12,Linea 4,69486
06/12/2015,2015,12,Linea 4,35008
08/12/2015,2015,12,Linea 4,65361
11/12/2015,2015,12,Linea 4,67997
14/12/2015,2015,12,Linea 4,65416
21/12/2015,2015,12,Linea 4,62443
25/12/2015,2015,12,Linea 4,16642
26/12/2015,2015,12,Linea 4,52599
29/12/2015,2015,12,Linea 4,61797
01/01/2016,2016,1,Linea 4,16350
05/01/2016,2016,1,Linea 4,60218
06/01/2016,2016,1,Linea 4,49091
09/01/2016,2016,1,Linea 4,54260
10/01/2016,2016,1,Linea 4,24910
11/01/2016,2016,1,Linea 4,57684
14/01/2016,2016,1,Linea 4,58914
15/01/2016,2016,1,Linea 4,64830
16/01/2016,2016,1,Linea 4,57875
18/01/2016,2016,1,Linea 4,56306
19/01/2016,2016,1,Linea 4,59528
25/01/2016,2016,1,Linea 4,57800
27/01/2016,2016,1,Linea 4,60460
01/02/2016,2016,2,Linea 4,47065
03/02/2016,2016,2,Linea 4,59706
06/02/2016,2016,2,Linea 4,59322
10/02/2016,2016,2,Linea 4,59490
14/02/2016,2016,2,Linea 4,22001
17/02/2016,2016,2,Linea 4,57702
19/02/2016,2016,2,Linea 4,62233
21/02/2016,2016,2,Linea 4,30282
24/02/2016,2016,2,Linea 4,56299
05/03/2016,2016,3,Linea 4,59251
10/03/2016,2016,3,Linea 4,54134
11/03/2016,2016,3,Linea 4,57738
13/03/2016,2016,3,Linea 4,28050
16/03/2016,2016,3,Linea 4,80883
18/03/2016,2016,3,Linea 4,67608
21/03/2016,2016,3,Linea 4,45184
22/03/2016,2016,3,Linea 4,61293
23/03/2016,2016,3,Linea 4,62367
24/03/2016,2016,3,Linea 4,44529
27/03/2016,2016,3,Linea 4,23963
29/03/2016,2016,3,Linea 4,61725
30/03/2016,2016,3,Linea 4,64414
01/04/2016,2016,4,Linea 4,66049
04/04/2016,2016,4,Linea 4,61463
11/04/2016,2016,4,Linea 4,55041
13/04/2016,2016,4,Linea 4,64175
17/04/2016,2016,4,Linea 4,29762
22/04/2016,2016,4,Linea 4,65804
25/04/2016,2016,4,Linea 4,62887
28/04/2016,2016,4,Linea 4,65326
29/04/2016,2016,4,Linea 4,69801
01/05/2016,2016,5,Linea 4,29911
03/05/2016,2016,5,Linea 4,68890
10/05/2016,2016,5,Linea 4,54206
12/05/2016,2016,5,Linea 4,63177
14/05/2016,2016,5,Linea 4,68869
15/05/2016,2016,5,Linea 4,25785
18/05/2016,2016,5,Linea 4,62970
21/05/2016,2016,5,Linea 4,68993
23/05/2016,2016,5,Linea 4,62942
24/05/2016,2016,5,Linea 4,65587
31/05/2016,2016,5,Linea 4,62662
03/06/2016,2016,6,Linea 4,67458
04/06/2016,2016,6,Linea 4,67298
06/06/2016,2016,6,Linea 4,61900
09/06/2016,2016,6,Linea 4,66184
10/06/2016,2016,6,Linea 4,64767
20/06/2016,2016,6,Linea 4,60902
21/06/2016,2016,6,Linea 4,63606
22/06/2016,2016,6,Linea 4,65569
26/06/2016,2016,6,Linea 4,27570
27/06/2016,2016,6,Linea 4,61612
01/07/2016,2016,7,Linea 4,67581
02/07/2016,2016,7,Linea 4,67944
04/07/2016,2016,7,Linea 4,61912
05/07/2016,2016,7,Linea 4,62767
07/07/2016,2016,7,Linea 4,65456
08/07/2016,2016,7,Linea 4,69837
17/07/2016,2016,7,Linea 4,30587
22/07/2016,2016,7,Linea 4,63867
23/07/2016,2016,7,Linea 4,59899
25/07/2016,2016,7,Linea 4,60442
04/08/2016,2016,8,Linea 4,67938
08/08/2016,2016,8,Linea 4,43931
09/08/2016,2016,8,Linea 4,63589
11/08/2016,2016,8,Linea 4,65826
19/08/2016,2016,8,Linea 4,71122
20/08/2016,2016,8,Linea 4,64405
21/08/2016,2016,8,Linea 4,34768
23/08/2016,2016,8,Linea 4,64361
27/08/2016,2016,8,Linea 4,65957
28/08/2016,2016,8,Linea 4,30579
30/08/2016,2016,8,Linea 4,64116
03/09/2016,2016,9,Linea 4,66853
05/09/2016,2016,9,Linea 4,62614
06/09/2016,2016,9,Linea 4,67388
07/09/2016,2016,9,Linea 4,67670
08/09/2016,2016,9,Linea 4,69017
09/09/2016,2016,9,Linea 4,72719
15/09/2016,2016,9,Linea 4,39928
17/09/2016,2016,9,Linea 4,49829
18/09/2016,2016,9,Linea 4,30312
20/09/2016,2016,9,Linea 4,67114
22/09/2016,2016,9,Linea 4,64125
27/09/2016,2016,9,Linea 4,62943
29/09/2016,2016,9,Linea 4,66639
30/09/2016,2016,9,Linea 4,68569
02/10/2016,2016,10,Linea 4,29981
05/10/2016,2016,10,Linea 4,66923
06/10/2016,2016,10,Linea 4,67766
07/10/2016,2016,10,Linea 4,68934
11/10/2016,2016,10,Linea 4,65816
20/10/2016,2016,10,Linea 4,63379
22/10/2016,2016,10,Linea 4,66490
25/10/2016,2016,10,Linea 4,64164
28/10/2016,2016,10,Linea 4,66166
29/10/2016,2016,10,Linea 4,67938
01/11/2016,2016,11,Linea 4,64208
02/11/2016,2016,11,Linea 4,43566
04/11/2016,2016,11,Linea 4,71426
05/11/2016,2016,11,Linea 4,66020
10/11/2016,2016,11,Linea 4,56460
14/11/2016,2016,11,Linea 4,66101
16/11/2016,2016,11,Linea 4,65414
18/11/2016,2016,11,Linea 4,70275
21/11/2016,2016,11,Linea 4,58050
22/11/2016,2016,11,Linea 4,66536
26/11/2016,2016,11,Linea 4,66889
30/11/2016,2016,11,Linea 4,63444
01/12/2016,2016,12,Linea 4,71111
06/12/2016,2016,12,Linea 4,66618
07/12/2016,2016,12,Linea 4,68461
08/12/2016,2016,12,Linea 4,70176
10/12/2016,2016,12,Linea 4,60817
11/12/2016,2016,12,Linea 4,41046
13/12/2016,2016,12,Linea 4,67140
14/12/2016,2016,12,Linea 4,66403
15/12/2016,2016,12,Linea 4,69670
20/12/2016,2016,12,Linea 4,65078
21/12/2016,2016,12,Linea 4,73612
22/12/2016,2016,12,Linea 4,67321
23/12/2016,2016,12,Linea 4,69292
25/12/2016,2016,12,Linea 4,17907
28/12/2016,2016,12,Linea 4,69586
05/01/2017,2017,1,Linea 4,62469
06/01/2017,2017,1,Linea 4,58006
07/01/2017,2017,1,Linea 4,57806
09/01/2017,2017,1,Linea 4,60944
10/01/2017,2017,1,Linea 4,65617
15/01/2017,2017,1,Linea 4,28182
16/01/2017,2017,1,Linea 4,67211
20/01/2017,2017,1,Linea 4,67143
23/01/2017,2017,1,Linea 4,64546
24/01/2017,2017,1,Linea 4,65744
27/01/2017,2017,1,Linea 4,68428
29/01/2017,2017,1,Linea 4,32221
31/01/2017,2017,1,Linea 4,59939
02/02/2017,2017,2,Linea 4,63109
03/02/2017,2017,2,Linea 4,67650
05/02/2017,2017,2,Linea 4,30698
07/02/2017,2017,2,Linea 4,60559
12/02/2017,2017,2,Linea 4,30826
13/02/2017,2017,2,Linea 4,64806
15/02/2017,2017,2,Linea 4,58622
16/02/2017,2017,2,Linea 4,66267
23/02/2017,2017,2,Linea 4,66789
26/02/2017,2017,2,Linea 4,30483
01/03/2017,2017,3,Linea 4,68186
02/03/2017,2017,3,Linea 4,67254
03/03/2017,2017,3,Linea 4,58759
14/03/2017,2017,3,Linea 4,65498
17/03/2017,2017,3,Linea 4,68370
18/03/2017,2017,3,Linea 4,62226
19/03/2017,2017,3,Linea 4,30358
24/03/2017,2017,3,Linea 4,67089
29/03/2017,2017,3,Linea 4,65466
30/03/2017,2017,3,Linea 4,66939
02/04/2017,2017,4,Linea 4,29815
07/04/2017,2017,4,Linea 4,67906
08/04/2017,2017,4,Linea 4,46417
09/04/2017,2017,4,Linea 4,28955
10/04/2017,2017,4,Linea 4,64214
12/04/2017,2017,4,Linea 4,67116
17/04/2017,2017,4,Linea 4,62506
18/04/2017,2017,4,Linea 4,67091
20/04/2017,2017,4,Linea 4,66340
21/04/2017,2017,4,Linea 4,67916
25/04/2017,2017,4,Linea 4,66997
29/04/2017,2017,4,Linea 4,58927
03/05/2017,2017,5,Linea 4,68226
05/05/2017,2017,5,Linea 4,64925
09/05/2017,2017,5,Linea 4,66634
12/05/2017,2017,5,Linea 4,66952
14/05/2017,2017,5,Linea 4,30026
15/05/2017,2017,5,Linea 4,67806
23/05/2017,2017,5,Linea 4,65998
24/05/2017,2017,5,Linea 4,66840
06/06/2017,2017,6,Linea 4,65906
10/06/2017,2017,6,Linea 4,64538
19/06/2017,2017,6,Linea 4,61939
21/06/2017,2017,6,Linea 4,64885
29/06/2017,2017,6,Linea 4,64822
01/07/2017,2017,7,Linea 4,64236
02/07/2017,2017,7,Linea 4,29346
04/07/2017,2017,7,Linea 4,66762
10/07/2017,2017,7,Linea 4,64591
11/07/2017,2017,7,Linea 4,64219
12/07/2017,2017,7,Linea 4,64361
13/07/2017,2017,7,Linea 4,67989
19/07/2017,2017,7,Linea 4,70184
21/07/2017,2017,7,Linea 4,66013
22/07/2017,2017,7,Linea 4,62143
01/08/2017,2017,8,Linea 4,70095
02/08/2017,2017,8,Linea 4,71568
05/08/2017,2017,8,Linea 4,65865
16/08/2017,2017,8,Linea 4,72374
21/08/2017,2017,8,Linea 4,55173
22/08/2017,2017,8,Linea 4,56720
30/08/2017,2017,8,Linea 4,65665
05/09/2017,2017,9,Linea 4,67510
12/09/2017,2017,9,Linea 4,66354
14/09/2017,2017,9,Linea 4,68516
17/09/2017,2017,9,Linea 4,27197
21/09/2017,2017,9,Linea 4,54626
23/09/2017,2017,9,Linea 4,67159
24/09/2017,2017,9,Linea 4,41978
25/09/2017,2017,9,Linea 4,68859
03/10/2017,2017,10,Linea 4,66216
11/10/2017,2017,10,Linea 4,64956
18/10/2017,2017,10,Linea 4,69345
20/10/2017,2017,10,Linea 4,71841
21/10/2017,2017,10,Linea 4,61938
28/10/2017,2017,10,Linea 4,45203
01/11/2017,2017,11,Linea 4,66782
07/11/2017,2017,11,Linea 4,64970
14/11/2017,2017,11,Linea 4,68148
16/11/2017,2017,11,Linea 4,70555
19/11/2017,2017,11,Linea 4,40662
22/11/2017,2017,11,Linea 4,65474
23/11/2017,2017,11,Linea 4,64440
28/11/2017,2017,11,Linea 4,64764
29/11/2017,2017,11,Linea 4,66881
04/12/2017,2017,12,Linea 4,65106
07/12/2017,2017,12,Linea 4,62998
18/12/2017,2017,12,Linea 4,58848
19/12/2017,2017,12,Linea 4,62125
20/12/2017,2017,12,Linea 4,66683
22/12/2017,2017,12,Linea 4,63904
23/12/2017,2017,12,Linea 4,58745
25/12/2017,2017,12,Linea 4,17738
02/01/2018,2018,1,Linea 4,55362
07/01/2018,2018,1,Linea 4,26953
09/01/2018,2018,1,Linea 4,61735
10/01/2018,2018,1,Linea 4,60220
16/01/2018,2018,1,Linea 4,61898
18/01/2018,2018,1,Linea 4,66025
21/01/2018,2018,1,Linea 4,29494
23/01/2018,2018,1,Linea 4,61548
25/01/2018,2018,1,Linea 4,63691
29/01/2018,2018,1,Linea 4,57795
30/01/2018,2018,1,Linea 4,56119
01/02/2018,2018,2,Linea 4,63690
07/02/2018,2018,2,Linea 4,64838
13/02/2018,2018,2,Linea 4,58785
18/02/2018,2018,2,Linea 4,31247
19/02/2018,2018,2,Linea 4,60722
22/02/2018,2018,2,Linea 4,61008
25/02/2018,2018,2,Linea 4,31280
28/02/2018,2018,2,Linea 4,64314
03/03/2018,2018,3,Linea 4,63589
10/03/2018,2018,3,Linea 4,62679
16/03/2018,2018,3,Linea 4,65230
21/03/2018,2018,3,Linea 4,64753
22/03/2018,2018,3,Linea 4,64866
30/03/2018,2018,3,Linea 4,23483
02/04/2018,2018,4,Linea 4,61250
06/04/2018,2018,4,Linea 4,65050
10/04/2018,2018,4,Linea 4,57227
11/04/2018,2018,4,Linea 4,62159
13/04/2018,2018,4,Linea 4,64651
18/04/2018,2018,4,Linea 4,64477
21/04/2018,2018,4,Linea 4,64438
24/04/2018,2018,4,Linea 4,63768
27/04/2018,2018,4,Linea 4,68813
28/04/2018,2018,4,Linea 4,62514
01/05/2018,2018,5,Linea 4,42616
07/05/2018,2018,5,Linea 4,64448
11/05/2018,2018,5,Linea 4,63365
12/05/2018,2018,5,Linea 4,61605
13/05/2018,2018,5,Linea 4,30464
20/05/2018,2018,5,Linea 4,29920
22/05/2018,2018,5,Linea 4,62101
31/05/2018,2018,5,Linea 4,63802
06/06/2018,2018,6,Linea 4,62259
16/06/2018,2018,6,Linea 4,63467
17/06/2018,2018,6,Linea 4,26474
25/06/2018,2018,6,Linea 4,63528
26/06/2018,2018,6,Linea 4,63187
27/06/2018,2018,6,Linea 4,61038
28/06/2018,2018,6,Linea 4,65943
30/06/2018,2018,6,Linea 4,63639
02/07/2018,2018,7,Linea 4,60064
08/07/2018,2018,7,Linea 4,29095
09/07/2018,2018,7,Linea 4,63791
10/07/2018,2018,7,Linea 4,63836
12/07/2018,2018,7,Linea 4,66554
13/07/2018,2018,7,Linea 4,63852
24/07/2018,2018,7,Linea 4,62387
29/07/2018,2018,7,Linea 4,30289
30/07/2018,2018,7,Linea 4,63341
03/08/2018,2018,8,Linea 4,66677
06/08/2018,2018,8,Linea 4,60922
07/08/2018,2018,8,Linea 4,62387
12/08/2018,2018,8,Linea 4,30289
24/08/2018,2018,8,Linea 4,72572
25/08/2018,2018,8,Linea 4,68014
30/08/2018,2018,8,Linea 4,70081
31/08/2018,2018,8,Linea 4,72964
01/09/2018,2018,9,Linea 4,67819
10/09/2018,2018,9,Linea 4,67990
13/09/2018,2018,9,Linea 4,68586
17/09/2018,2018,9,Linea 4,64760
18/09/2018,2018,9,Linea 4,65427
23/09/2018,2018,9,Linea 4,32266
26/09/2018,2018,9,Linea 4,67726
28/09/2018,2018,9,Linea 4,72411
30/09/2018,2018,9,Linea 4,34701
01/10/2018,2018,10,Linea 4,67313
03/10/2018,2018,10,Linea 4,71405
04/10/2018,2018,10,Linea 4,70005
09/10/2018,2018,10,Linea 4,69773
10/10/2018,2018,10,Linea 4,70367
13/10/2018,2018,10,Linea 4,67130
14/10/2018,2018,10,Linea 4,34837
16/10/2018,2018,10,Linea 4,71361
17/10/2018,2018,10,Linea 4,68896
18/10/2018,2018,10,Linea 4,71321
24/10/2018,2018,10,Linea 4,71264
25/10/2018,2018,10,Linea 4,70760
26/10/2018,2018,10,Linea 4,70975
27/10/2018,2018,10,Linea 4,59276
28/10/2018,2018,10,Linea 4,34596
29/10/2018,2018,10,Linea 4,64513
31/10/2018,2018,10,Linea 4,70835
01/11/2018,2018,11,Linea 4,63698
04/11/2018,2018,11,Linea 4,31285
07/11/2018,2018,11,Linea 4,71459
08/11/2018,2018,11,Linea 4,70703
17/11/2018,2018,11,Linea 4,75086
18/11/2018,2018,11,Linea 4,42829
19/11/2018,2018,11,Linea 4,58456
20/11/2018,2018,11,Linea 4,68986
26/11/2018,2018,11,Linea 4,71008
29/11/2018,2018,11,Linea 4,71359
30/11/2018,2018,11,Linea 4,78478
03/12/2018,2018,12,Linea 4,76008
12/12/2018,2018,12,Linea 4,73817
15/12/2018,2018,12,Linea 4,69281
18/12/2018,2018,12,Linea 4,69918
19/12/2018,2018,12,Linea 4,67219
31/12/2018,2018,12,Linea 4,37735
02/01/2019,2019,1,Linea 4,64256
04/01/2019,2019,1,Linea 4,70075
05/01/2019,2019,1,Linea 4,63372
06/01/2019,2019,1,Linea 4,30029
09/01/2019,2019,1,Linea 4,65575
10/01/2019,2019,1,Linea 4,67419
11/01/2019,2019,1,Linea 4,71333
12/01/2019,2019,1,Linea 4,65156
15/01/2019,2019,1,Linea 4,70841
20/01/2019,2019,1,Linea 4,33329
22/01/2019,2019,1,Linea 4,68894
28/01/2019,2019,1,Linea 4,66497
29/01/2019,2019,1,Linea 4,68507
31/01/2019,2019,1,Linea 4,70461
01/02/2019,2019,2,Linea 4,74585
10/02/2019,2019,2,Linea 4,35533
11/02/2019,2019,2,Linea 4,71051
14/02/2019,2019,2,Linea 4,68487
22/02/2019,2019,2,Linea 4,73096
23/02/2019,2019,2,Linea 4,68889
26/02/2019,2019,2,Linea 4,68992
01/03/2019,2019,3,Linea 4,77687
03/03/2019,2019,3,Linea 4,29740
04/03/2019,2019,3,Linea 4,65289
05/03/2019,2019,3,Linea 4,65456
08/03/2019,2019,3,Linea 4,69564
09/03/2019,2019,3,Linea 4,67384
16/03/2019,2019,3,Linea 4,70188
18/03/2019,2019,3,Linea 4,48459
20/03/2019,2019,3,Linea 4,68142
21/03/2019,2019,3,Linea 4,63363
23/03/2019,2019,3,Linea 4,66817
04/04/2019,2019,4,Linea 4,69336
06/04/2019,2019,4,Linea 4,65936
09/04/2019,2019,4,Linea 4,67905
20/04/2019,2019,4,Linea 4,45788
23/04/2019,2019,4,Linea 4,68241
26/04/2019,2019,4,Linea 4,75273
29/04/2019,2019,4,Linea 4,67972
30/04/2019,2019,4,Linea 4,68425
02/05/2019,2019,5,Linea 4,71321
09/05/2019,2019,5,Linea 4,70026
11/05/2019,2019,5,Linea 4,62517
20/05/2019,2019,5,Linea 4,67602
21/05/2019,2019,5,Linea 4,70416
22/05/2019,2019,5,Linea 4,71722
24/05/2019,2019,5,Linea 4,75496
27/05/2019,2019,5,Linea 4,63272
28/05/2019,2019,5,Linea 4,66071
30/05/2019,2019,5,Linea 4,70269
31/05/2019,2019,5,Linea 4,77163
01/06/2019,2019,6,Linea 4,71253
02/06/2019,2019,6,Linea 4,34264
05/06/2019,2019,6,Linea 4,70588
08/06/2019,2019,6,Linea 4,63096
10/06/2019,2019,6,Linea 4,55817
12/06/2019,2019,6,Linea 4,69312
13/06/2019,2019,6,Linea 4,73482
15/06/2019,2019,6,Linea 4,73249
16/06/2019,2019,6,Linea 4,31937
17/06/2019,2019,6,Linea 4,65795
18/06/2019,2019,6,Linea 4,70233
20/06/2019,2019,6,Linea 4,70259
22/06/2019,2019,6,Linea 4,67006
23/06/2019,2019,6,Linea 4,31148
04/07/2019,2019,7,Linea 4,75050
09/07/2019,2019,7,Linea 4,69380
10/07/2019,2019,7,Linea 4,71504
14/07/2019,2019,7,Linea 4,35020
19/07/2019,2019,7,Linea 4,77182
22/07/2019,2019,7,Linea 4,67209
01/08/2019,2019,8,Linea 4,74512
06/08/2019,2019,8,Linea 4,76628
08/08/2019,2019,8,Linea 4,74622
12/08/2019,2019,8,Linea 4,74071
15/08/2019,2019,8,Linea 4,77455
22/08/2019,2019,8,Linea 4,75565
24/08/2019,2019,8,Linea 4,73884
25/08/2019,2019,8,Linea 4,26552
26/08/2019,2019,8,Linea 4,71891
27/08/2019,2019,8,Linea 4,72823
03/09/2019,2019,9,Linea 4,69379
05/09/2019,2019,9,Linea 4,77565
08/09/2019,2019,9,Linea 4,38828
09/09/2019,2019,9,Linea 4,74276
10/09/2019,2019,9,Linea 4,72144
13/09/2019,2019,9,Linea 4,78790
15/09/2019,2019,9,Linea 4,31432
19/09/2019,2019,9,Linea 4,67845
21/09/2019,2019,9,Linea 4,76826
24/09/2019,2019,9,Linea 4,71335
26/09/2019,2019,9,Linea 4,75299
27/09/2019,2019,9,Linea 4,73575
03/10/2019,2019,10,Linea 4,79095
10/10/2019,2019,10,Linea 4,75213
12/10/2019,2019,10,Linea 4,69759
18/10/2019,2019,10,Linea 4,78473
19/10/2019,2019,10,Linea 4,72198
20/10/2019,2019,10,Linea 4,39992
26/10/2019,2019,10,Linea 4,52820
29/10/2019,2019,10,Linea 4,72641
30/10/2019,2019,10,Linea 4,75277
03/11/2019,2019,11,Linea 4,38455
08/11/2019,2019,11,Linea 4,78775
11/11/2019,2019,11,Linea 4,63089
15/11/2019,2019,11,Linea 4,71424
16/11/2019,2019,11,Linea 4,65539
17/11/2019,2019,11,Linea 4,38488
18/11/2019,2019,11,Linea 4,47464
21/11/2019,2019,11,Linea 4,65226
24/11/2019,2019,11,Linea 4,36688
25/11/2019,2019,11,Linea 4,70382
27/11/2019,2019,11,Linea 4,75088
30/11/2019,2019,11,Linea 4,77633
01/12/2019,2019,12,Linea 4,41138
06/12/2019,2019,12,Linea 4,82531
07/12/2019,2019,12,Linea 4,54547
10/12/2019,2019,12,Linea 4,61659
16/12/2019,2019,12,Linea 4,75022
17/12/2019,2019,12,Linea 4,54112
22/12/2019,2019,12,Linea 4,43858
24/12/2019,2019,12,Linea 4,43132
27/12/2019,2019,12,Linea 4,72549
04/08/2005,2005,8,Linea 5,0
17/08/2005,2005,8,Linea 5,0
18/08/2005,2005,8,Linea 5,0
19/08/2005,2005,8,Linea 5,0
20/08/2005,2005,8,Linea 5,0
22/08/2005,2005,8,Linea 5,0
25/08/2005,2005,8,Linea 5,0
26/08/2005,2005,8,Linea 5,0
28/08/2005,2005,8,Linea 5,0
07/09/2005,2005,9,Linea 5,0
09/09/2005,2005,9,Linea 5,0
14/09/2005,2005,9,Linea 5,0
24/09/2005,2005,9,Linea 5,0
25/09/2005,2005,9,Linea 5,0
27/09/2005,2005,9,Linea 5,0
28/09/2005,2005,9,Linea 5,0
29/09/2005,2005,9,Linea 5,0
02/10/2005,2005,10,Linea 5,0
12/10/2005,2005,10,Linea 5,0
16/10/2005,2005,10,Linea 5,0
17/10/2005,2005,10,Linea 5,0
30/10/2005,2005,10,Linea 5,0
07/11/2005,2005,11,Linea 5,0
18/11/2005,2005,11,Linea 5,0
19/11/2005,2005,11,Linea 5,0
30/11/2005,2005,11,Linea 5,0
04/12/2005,2005,12,Linea 5,0
07/12/2005,2005,12,Linea 5,0
10/12/2005,2005,12,Linea 5,0
11/12/2005,2005,12,Linea 5,0
12/12/2005,2005,12,Linea 5,0
15/12/2005,2005,12,Linea 5,0
16/12/2005,2005,12,Linea 5,0
21/12/2005,2005,12,Linea 5,0
23/12/2005,2005,12,Linea 5,0
25/12/2005,2005,12,Linea 5,0
27/12/2005,2005,12,Linea 5,0
31/12/2005,2005,12,Linea 5,0
02/01/2006,2006,1,Linea 5,0
05/01/2006,2006,1,Linea 5,0
08/01/2006,2006,1,Linea 5,0
10/01/2006,2006,1,Linea 5,0
11/01/2006,2006,1,Linea 5,0
18/01/2006,2006,1,Linea 5,0
27/01/2006,2006,1,Linea 5,0
28/01/2006,2006,1,Linea 5,0
29/01/2006,2006,1,Linea 5,0
01/02/2006,2006,2,Linea 5,0
06/02/2006,2006,2,Linea 5,0
08/02/2006,2006,2,Linea 5,0
17/02/2006,2006,2,Linea 5,0
19/02/2006,2006,2,Linea 5,0
23/02/2006,2006,2,Linea 5,0
24/02/2006,2006,2,Linea 5,0
25/02/2006,2006,2,Linea 5,0
28/02/2006,2006,2,Linea 5,0
02/03/2006,2006,3,Linea 5,0
05/03/2006,2006,3,Linea 5,0
06/03/2006,2006,3,Linea 5,0
07/03/2006,2006,3,Linea 5,0
11/03/2006,2006,3,Linea 5,0
18/03/2006,2006,3,Linea 5,0
22/03/2006,2006,3,Linea 5,0
26/03/2006,2006,3,Linea 5,0
30/03/2006,2006,3,Linea 5,0
03/04/2006,2006,4,Linea 5,0
05/04/2006,2006,4,Linea 5,0
08/04/2006,2006,4,Linea 5,0
09/04/2006,2006,4,Linea 5,0
11/04/2006,2006,4,Linea 5,0
14/04/2006,2006,4,Linea 5,0
15/04/2006,2006,4,Linea 5,0
16/04/2006,2006,4,Linea 5,0
17/04/2006,2006,4,Linea 5,0
24/04/2006,2006,4,Linea 5,0
25/04/2006,2006,4,Linea 5,0
28/04/2006,2006,4,Linea 5,0
29/04/2006,2006,4,Linea 5,0
02/05/2006,2006,5,Linea 5,0
03/05/2006,2006,5,Linea 5,0
04/05/2006,2006,5,Linea 5,0
05/05/2006,2006,5,Linea 5,0
12/05/2006,2006,5,Linea 5,0
13/05/2006,2006,5,Linea 5,0
16/05/2006,2006,5,Linea 5,0
17/05/2006,2006,5,Linea 5,0
20/05/2006,2006,5,Linea 5,0
25/05/2006,2006,5,Linea 5,0
26/05/2006,2006,5,Linea 5,0
29/05/2006,2006,5,Linea 5,0
01/06/2006,2006,6,Linea 5,0
02/06/2006,2006,6,Linea 5,0
04/06/2006,2006,6,Linea 5,0
05/06/2006,2006,6,Linea 5,0
06/06/2006,2006,6,Linea 5,0
07/06/2006,2006,6,Linea 5,0
09/06/2006,2006,6,Linea 5,0
11/06/2006,2006,6,Linea 5,0
19/06/2006,2006,6,Linea 5,0
25/06/2006,2006,6,Linea 5,0
26/06/2006,2006,6,Linea 5,0
27/06/2006,2006,6,Linea 5,0
28/06/2006,2006,6,Linea 5,0
30/06/2006,2006,6,Linea 5,0
05/07/2006,2006,7,Linea 5,0
14/07/2006,2006,7,Linea 5,0
19/07/2006,2006,7,Linea 5,0
23/07/2006,2006,7,Linea 5,0
25/07/2006,2006,7,Linea 5,0
26/07/2006,2006,7,Linea 5,0
27/07/2006,2006,7,Linea 5,0
29/07/2006,2006,7,Linea 5,0
02/08/2006,2006,8,Linea 5,0
06/08/2006,2006,8,Linea 5,0
08/08/2006,2006,8,Linea 5,0
10/08/2006,2006,8,Linea 5,0
12/08/2006,2006,8,Linea 5,0
15/08/2006,2006,8,Linea 5,0
16/08/2006,2006,8,Linea 5,0
24/08/2006,2006,8,Linea 5,0
29/08/2006,2006,8,Linea 5,0
01/09/2006,2006,9,Linea 5,0
03/09/2006,2006,9,Linea 5,0
04/09/2006,2006,9,Linea 5,0
05/09/2006,2006,9,Linea 5,0
06/09/2006,2006,9,Linea 5,0
11/09/2006,2006,9,Linea 5,0
14/09/2006,2006,9,Linea 5,0
16/09/2006,2006,9,Linea 5,0
18/09/2006,2006,9,Linea 5,0
21/09/2006,2006,9,Linea 5,0
26/09/2006,2006,9,Linea 5,0
28/09/2006,2006,9,Linea 5,0
29/09/2006,2006,9,Linea 5,0
30/09/2006,2006,9,Linea 5,0
02/10/2006,2006,10,Linea 5,0
08/10/2006,2006,10,Linea 5,0
09/10/2006,2006,10,Linea 5,0
11/10/2006,2006,10,Linea 5,0
14/10/2006,2006,10,Linea 5,0
17/10/2006,2006,10,Linea 5,0
19/10/2006,2006,10,Linea 5,0
20/10/2006,2006,10,Linea 5,0
23/10/2006,2006,10,Linea 5,0
25/10/2006,2006,10,Linea 5,0
31/10/2006,2006,10,Linea 5,0
11/11/2006,2006,11,Linea 5,0
13/11/2006,2006,11,Linea 5,0
17/11/2006,2006,11,Linea 5,0
20/11/2006,2006,11,Linea 5,0
26/11/2006,2006,11,Linea 5,0
27/11/2006,2006,11,Linea 5,0
30/11/2006,2006,11,Linea 5,0
04/12/2006,2006,12,Linea 5,0
06/12/2006,2006,12,Linea 5,0
11/12/2006,2006,12,Linea 5,0
12/12/2006,2006,12,Linea 5,0
17/12/2006,2006,12,Linea 5,0
21/12/2006,2006,12,Linea 5,0
23/12/2006,2006,12,Linea 5,0
24/12/2006,2006,12,Linea 5,0
25/12/2006,2006,12,Linea 5,0
28/12/2006,2006,12,Linea 5,0
30/12/2006,2006,12,Linea 5,0
31/12/2006,2006,12,Linea 5,0
03/01/2007,2007,1,Linea 5,0
05/01/2007,2007,1,Linea 5,0
09/01/2007,2007,1,Linea 5,0
11/01/2007,2007,1,Linea 5,0
13/01/2007,2007,1,Linea 5,0
17/01/2007,2007,1,Linea 5,0
20/01/2007,2007,1,Linea 5,0
24/01/2007,2007,1,Linea 5,0
25/01/2007,2007,1,Linea 5,0
28/01/2007,2007,1,Linea 5,0
30/01/2007,2007,1,Linea 5,0
31/01/2007,2007,1,Linea 5,0
01/02/2007,2007,2,Linea 5,0
03/02/2007,2007,2,Linea 5,0
04/02/2007,2007,2,Linea 5,0
07/02/2007,2007,2,Linea 5,0
08/02/2007,2007,2,Linea 5,0
09/02/2007,2007,2,Linea 5,0
11/02/2007,2007,2,Linea 5,0
19/02/2007,2007,2,Linea 5,0
20/02/2007,2007,2,Linea 5,0
23/02/2007,2007,2,Linea 5,0
